zipcode,population
08721,20512
98011,29212
85743,29144
53559,6063
46058,2149
99929,2338
49781,4020
54806,11810
14610,14233
25442,1925
33142,52606
28729,2894
54850,261
67450,555
94108,13768
55418,29472
80515,1010
01346,533
52595,416
44046,2222
97386,13567
90301,36568
04284,1138
53937,1053
58061,413
46987,776
81233,823
45860,2274
43557,3393
55713,1017
98029,24348
71457,27809
34210,15916
38637,26066
67016,530
78231,7906
49665,4413
32424,7994
33566,19522
70715,1433
08002,22274
37924,11259
01089,28391
50122,1373
99705,22544
43612,29674
96024,1145
98660,11858
95717,231
37074,6965
05903,868
04646,94
32830,26
58558,812
99606,469
44502,10204
46303,14170
84784,2745
27826,1379
76002,30269
64106,7701
68303,289
04967,4230
10916,4540
50601,2464
88136,44
28705,6715
97222,34979
25848,443
98006,36364
48630,69
18015,32832
43412,4362
23038,1775
19542,67
99001,6151
20037,14642
83552,1225
04936,261
31401,21696
17835,219
01379,813
68072,66
33414,53718
50546,346
61955,157
38067,1476
30312,19360
15954,2413
68381,249
29003,6989
24637,3410
06239,11183
56661,942
27974,1285
56048,3898
10931,1023
97835,361
99668,86
02763,1973
17765,1162
70576,1526
83672,8583
24818,1409
10915,119
97301,53518
55408,29981
05680,2168
19456,737
23958,3170
47172,16059
49279,797
03234,4572
57071,2758
96108,122
73667,517
97004,4388
72210,14258
28114,7554
52158,314
74872,3692
64152,26024
96728,610
00987,63661
79366,1096
74556,422
80731,1494
23163,220
78962,4733
79766,6115
30113,6218
11507,7406
15774,3029
47454,7688
59061,272
39439,4573
23508,20263
27709,1047
38578,177
55428,29357
37127,15786
22940,1119
56222,1984
04090,9589
60654,14875
33306,3397
48454,1324
50841,2824
17244,2407
48359,8044
22601,27813
88232,2525
33469,14449
85553,1501
94563,17672
65344,332
72453,198
43406,1777
59532,180
72958,8117
94568,46016
58759,821
32905,22084
16825,240
15646,233
13044,2512
41836,798
27288,24071
43142,111
21762,249
55435,11592
98948,13225
49726,1058
10603,17045
33957,6469
24606,170
90221,53704
